Rk,Player,SB,From,To,Age,G,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,Pos,Team,Player-additional
2859,John Gillespie,0,1922,1922,22-22,31,16,15,2,2,1,1,0,0,0,0,0,0,4,.133,.133,.200,.333,-14,3,,0,1,,,1,CIN,gillejo01
2860,Grant Gillis,0,1927,1929,26-28,62,217,196,26,48,34,12,2,0,23,0,2,12,13,.245,.299,.327,.625,64,64,,3,6,,0,46/H5,BOSWSH,gilligr01
2861,Lefty Gilmore,0,1926,1926,,16,43,39,3,4,4,0,0,0,0,0,,4,,.103,.186,.103,.289,-20,4,,0,0,,,1,NLG,gilmole02
2862,Alvin Gipson,0,1941,1941,27-27,10,18,16,0,4,4,0,0,0,0,0,,0,,.250,.250,.250,.500,56,4,,,2,,,/1,BBB,gipsoal01
2863,Oscar Givens,0,1939,1939,16-16,1,1,1,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,,0,,,/5,NE,givenos01
2864,Gladney,0,1932,1932,,5,16,15,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,1,,,/6,AB2,gladn01
2865,John Glaiser,0,1920,1920,25-25,8,3,2,0,0,0,0,0,0,0,0,0,1,0,.000,.333,.000,.333,-5,0,,0,0,,,/1,DET,glaisjo01
2866,Norman Glaser,0,1920,1920,25-25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,,/1,DET,glaseno01
2867,Ben Glaspy,0,1926,1926,30-30,1,4,3,1,1,1,0,0,0,1,0,,1,,.333,.500,.333,.833,119,1,,0,0,,,/9,DM,glaspbe01
2868,Tom Glass,0,1925,1925,27-27,2,3,2,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000,-100,0,,0,1,,,/1,PHA,glassto01
2869,Whitey Glazner,0,1920,1924,26-30,142,284,260,17,47,31,9,5,2,24,0,1,9,71,.181,.208,.277,.485,24,72,,0,15,,,1,PHIPIT,glaznwh01
2870,Joe Gleason,0,1920,1922,24-26,11,21,16,2,2,2,0,0,0,0,0,0,5,6,.125,.333,.125,.458,26,2,,0,0,,,1,WSH,gleasjo01
2871,Billy Gleason,0,1921,1921,26-26,26,83,74,6,19,18,0,1,0,8,0,1,6,6,.257,.329,.284,.613,54,21,,2,1,,,4/H,SLB,gleasbi03
2872,Frank Gleich,0,1920,1920,26-26,24,48,41,6,5,5,0,0,0,4,0,0,6,10,.122,.234,.122,.356,-5,5,,0,1,,,H/789,NYY,gleicfr01
2873,Hap Glenn,0,1938,1938,24-24,20,78,75,6,14,12,1,1,0,3,0,,3,,.187,.218,.227,.445,28,17,,0,0,,,5/6,BCA,glennha02
2874,Bob Glenn,0,1920,1920,26-26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,,/1,STL,glennbo01
2875,Sal Gliatto,0,1930,1930,28-28,10,2,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,0,/1H,CLE,gliatsa01
2876,Tom Glover,0,1934,1939,21-26,25,42,40,2,6,6,0,0,0,3,0,,1,,.150,.171,.150,.321,-15,6,,0,1,,,1/9,BEGCEGCRSWEG,gloveto01
2877,Walter Goines,0,1932,1932,,4,8,8,3,3,3,0,0,0,3,0,,0,,.375,.375,.375,.750,135,3,,0,0,,,/18,MGS,goinewa01
2878,Hal Goldsmith,0,1926,1929,27-30,47,67,62,8,13,10,3,0,0,7,0,0,2,11,.210,.234,.258,.492,37,16,,0,2,,0,1,BSNSTL,goldsha01
2879,Izzy Goldstein,0,1932,1932,24-24,16,18,17,3,5,4,1,0,0,3,0,0,0,1,.294,.294,.353,.647,64,6,,0,0,,0,1,DET,goldsiz01
2880,Stan Goletz,0,1941,1941,23-23,5,5,5,0,3,3,0,0,0,0,0,0,0,2,.600,.600,.600,1.200,219,3,0,0,0,,0,/H,CHW,goletst01
2881,Fred Goliah,0,1920,1920,32-32,5,16,15,1,3,2,0,1,0,1,0,,1,,.200,.250,.333,.583,74,5,,0,0,,,/9,COG,goliafr01
2882,Walt Golvin,0,1922,1922,28-28,2,2,2,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,,/3,CHC,golviwa01
2883,Sijo Gómez,0,1929,1929,29-29,12,27,23,3,4,4,0,0,0,1,0,,3,,.174,.269,.174,.443,10,4,,0,1,,,1,CSE,gomezsi01
2884,Joe Gonzales,0,1937,1937,22-22,8,11,10,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,1,,0,/1,BOS,gonzajo01
2885,Charlie Gooch,0,1929,1929,27-27,39,64,57,6,16,13,2,1,0,5,0,1,7,8,.281,.359,.351,.710,83,20,,0,0,,0,H/356,WSH,goochch01
2886,John Goodell,0,1928,1928,21-21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,/1,CHW,goodejo01
2887,Marv Goodwin,0,1920,1925,29-34,52,56,45,4,8,8,0,0,0,1,0,0,4,11,.178,.245,.178,.423,21,8,,0,7,,,1,CINSTL,goodwma01
2888,Ray Gordinier,0,1921,1922,29-30,8,7,6,0,1,1,0,0,0,0,0,0,1,3,.167,.286,.167,.452,20,1,,0,0,,,/1,BRO,gordira01
2889,Bus Gordon,0,1920,1920,,10,40,35,5,7,5,1,1,0,3,0,,4,,.200,.282,.286,.568,69,10,,0,1,,,4,KCM,gordobu01
2890,Sid Gordon,0,1941,1941,23-23,9,37,31,4,8,6,1,1,0,4,0,0,6,1,.258,.378,.355,.733,106,11,0,0,0,,0,/87,NYG,gordosi01
2891,Tom Gorman,0,1939,1939,20-20,4,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,,0,/1,NYG,gormato01
2892,Hank Gornicki,0,1941,1941,30-30,5,4,4,0,1,1,0,0,0,1,0,0,0,1,.250,.250,.250,.500,37,1,0,0,0,,0,/1,CHCSTL,gorniha01
2893,Johnny Gorsica,0,1940,1941,25-26,62,132,119,11,29,25,1,2,1,10,0,0,9,22,.244,.297,.311,.608,53,37,4,0,4,,0,1,DET,gorsijo01
2894,Al Grabowski,0,1929,1930,27-28,41,51,49,10,16,11,4,1,0,6,0,0,1,11,.327,.340,.449,.789,87,22,,0,1,,0,1/H,STL,graboal01
2895,Reggie Grabowski,0,1932,1934,24-26,51,44,40,0,3,3,0,0,0,1,0,0,2,11,.075,.119,.075,.194,-48,3,0,0,2,,0,1,PHI,grabore01
2896,Kyle Graham,0,1924,1929,24-29,67,91,82,5,10,6,3,0,1,4,0,0,0,35,.122,.122,.195,.317,-17,16,,0,9,,0,1,BSNDET,grahask01
2897,Roy Graham,0,1922,1923,27-28,41,110,85,3,16,14,2,0,0,6,0,0,9,6,.188,.296,.212,.508,36,18,,4,4,,,2/H,CHW,graharo01
2898,Hank Grampp,0,1927,1929,23-25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,0,/1,CHC,grampha01
2899,George Grant,0,1923,1931,20-28,115,109,104,4,14,12,2,0,0,5,0,0,1,38,.135,.143,.154,.297,-23,16,,0,4,,0,1/H,CLEPITSLB,grantge02
2900,Jim Grant,0,1923,1923,28-28,2,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,,/1,PHI,grantji01
2901,Bob Graves,0,1932,1932,,1,2,2,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/1,AB2,gravebo01
2902,Joe Graves,0,1926,1926,20-20,2,5,5,0,0,0,0,0,0,0,0,,0,1,.000,.000,.000,.000,-100,0,,0,0,,,/5,CHC,gravejo01
2903,Milt Gray,0,1937,1937,23-23,2,6,6,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,,0,0,,0,/2,WSH,graymi01
2904,Chesley Gray,0,1940,1940,26-26,2,4,3,0,0,0,0,0,0,0,0,,1,,.000,.250,.000,.250,-23,0,,,0,,,/2,SNS,graych04
2905,Chappie Gray,0,1920,1920,20-20,1,1,1,1,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/4,KCM,graych03
2906,Abe Gray,0,1931,1931,,2,5,4,0,1,0,1,0,0,0,0,,0,,.250,.400,.500,.900,151,2,,1,0,,,/2,AB2,grayab01
2907,Curtis Green,0,1928,1928,,10,26,24,4,3,2,1,0,0,1,0,,1,,.125,.160,.167,.327,-16,4,,0,1,,,/317,AC,greencu01
2908,Honey Green,0,1938,1938,,2,7,5,0,0,0,0,0,0,0,0,,1,,.000,.167,.000,.167,-53,0,,0,1,,,/17,NE,greenho01
2909,Joe Green,0,1924,1924,26-26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,,/H,PHA,greenjo02
2910,Joe Green,0,1920,1921,41-42,34,57,50,5,12,8,4,0,0,5,0,,3,,.240,.296,.320,.616,79,16,,1,3,,,/798,COG,greenjo03
2911,Harvey Green,0,1935,1935,20-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,/1,BRO,greenha02
2912,Green,0,1920,1920,,1,4,4,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/1,DS,green04
2913,June Greene,0,1928,1929,29-30,32,31,25,1,7,6,1,0,0,0,0,1,5,5,.280,.400,.320,.720,79,8,,0,1,,1,H/1,PHI,greenju01
2914,Nelson Greene,0,1924,1925,24-25,15,8,8,0,2,2,0,0,0,1,0,0,0,3,.250,.250,.250,.500,30,2,,0,0,,,1,BRO,greenne01
2915,Kent Greenfield,0,1924,1929,21-26,153,267,237,12,24,22,2,0,0,5,0,0,9,70,.101,.134,.110,.244,-34,26,,0,21,,0,1/H,BROBSNNYG,greenke01
2916,Víctor Greenidge,0,1941,1941,22-22,3,7,7,0,2,2,0,0,0,1,0,,0,,.286,.286,.286,.571,68,2,,,0,,,/1,NYC,greenvi01
2917,Vean Gregg,0,1925,1925,40-40,26,19,14,1,3,2,0,1,0,2,0,0,0,4,.214,.214,.357,.571,44,5,,0,4,,,1,WSH,greggve01
2918,Paul Gregory,0,1932,1933,24-25,56,81,73,6,8,6,2,0,0,2,0,0,4,11,.110,.156,.137,.293,-21,10,,0,4,,0,1,CHW,gregopa01
2919,John Gregory,0,1940,1940,,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,,,0,,,/1,BBB,gregojo01
2920,Buddy Gremp,0,1940,1941,20-21,41,93,84,7,20,17,3,0,0,12,0,0,5,3,.238,.281,.274,.555,60,23,7,0,4,,0,3H/42,BSN,grempbu01
2921,Claude Grier,0,1924,1927,20-23,87,213,186,19,42,39,3,0,0,10,0,,18,,.226,.294,.242,.536,46,45,,0,9,,,1/9,ACWMPWP,griercl01
2922,Tim Griesenbeck,0,1920,1920,22-22,5,3,3,1,1,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,93,1,,0,0,,,/2H,STL,griesti01
2923,Pug Griffin,0,1920,1920,24-24,5,5,4,0,1,1,0,0,0,0,0,0,1,2,.250,.400,.250,.650,89,1,,0,0,,,/H89,NYG,griffpu01
2924,Robert Griffin,0,1931,1931,,3,5,4,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,1,,,/1,CAG,griffro01
2925,Marty Griffin,0,1928,1928,26-26,12,13,13,0,4,2,2,0,0,1,0,0,0,3,.308,.308,.462,.769,103,6,,0,0,,0,1/H,BOS,griffma01
2926,John Griffin,0,1937,1937,23-23,9,21,20,4,6,4,2,0,0,3,0,0,0,,.300,.300,.400,.700,92,8,,0,1,,,/1,SL2,griffjo02
2927,Johnny Grodzicki,0,1941,1941,24-24,5,5,2,0,0,0,0,0,0,0,0,0,2,1,.000,.500,.000,.500,45,0,0,0,1,,0,/1,STL,grodzjo01
2928,Steve Gromek,0,1941,1941,21-21,9,6,6,1,1,1,0,0,0,0,0,0,0,1,.167,.167,.167,.333,-10,1,2,0,0,,0,/1,CLE,gromest01
2929,Ewell Gross,0,1925,1925,29-29,9,35,32,2,3,2,0,1,0,2,0,0,2,2,.094,.171,.156,.328,-16,5,,1,0,,,/6,BOS,grosstu01
2930,Orval Grove,0,1940,1941,20-21,5,3,3,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,,0,/1,CHW,groveor01
2931,Tom Grubbs,0,1920,1920,26-26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,,/1,NYG,grubbto01
2932,Marv Gudat,0,1929,1932,25-28,69,122,104,15,26,20,4,1,1,15,0,0,16,10,.250,.355,.337,.692,86,35,,1,1,,0,H/13978,CHCCIN,gudatma01
2933,Mike Guerra,0,1937,1937,24-24,1,3,3,0,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,,0,0,,0,/2,WSH,guerrmi01
2934,Juan Guilbe,0,1940,1940,26-26,7,16,15,1,4,4,0,0,0,1,0,,0,,.267,.267,.267,.533,41,4,,,1,,,/319,NYC,guilbju01
2935,Lefty Guise,0,1940,1940,31-31,2,3,3,0,1,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,84,1,0,0,0,,0,/1,CIN,guisele01
2936,Tom Gulley,0,1923,1926,23-26,26,70,58,10,12,6,4,2,0,9,0,0,8,4,.207,.303,.345,.648,69,20,,0,2,,,9/H8,CHWCLE,gulleto01
2937,Harry Gumbert,0,1935,1941,25-31,230,474,450,38,91,76,8,3,4,35,0,0,9,120,.202,.218,.260,.478,29,117,8,0,15,,0,1/H,NYGSTL,gumbeha01
2938,Gumbs,0,1926,1926,,1,1,1,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/2,NS,gumbs01
2939,Randy Gumpert,0,1936,1938,18-20,36,30,29,3,8,8,0,0,0,2,0,0,1,10,.276,.300,.276,.576,45,8,,0,0,,0,1,PHA,gumpera01
2940,Dick Gyselman,0,1933,1934,25-26,82,204,191,17,43,33,7,3,0,16,0,3,9,32,.225,.260,.293,.553,61,56,6,0,4,,0,5H/4,BSN,gyseldi01
2941,Bert Haas,0,1937,1938,23-24,17,26,25,2,10,7,3,0,0,2,0,0,1,1,.400,.423,.520,.943,154,13,1,0,0,,0,H/93,BRO,haasbe01
2942,Speedball Hackett,0,1927,1928,,2,2,2,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/1,HBGPTG,hackesp01
2943,Dick Hahn,0,1940,1940,23-23,1,3,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,,0,/2,WSH,hahndi01
2944,Hal Haid,0,1928,1933,30-35,119,81,72,4,9,8,1,0,0,4,0,0,5,22,.125,.192,.139,.331,-16,10,,1,3,,0,1/H,BSNCHWSTL,haidha01
2945,Chet Hajduk,0,1941,1941,22-22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,,0,/H,CHW,hajduch01
2946,Red Haley,0,1928,1928,27-27,14,33,31,2,8,4,2,2,0,2,0,,2,,.258,.303,.452,.755,103,14,,0,0,,,/4536,BBBCAG,haleyre01
2947,Haley,0,1923,1923,,2,2,2,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/1,DS,haley02
2948,Jack Hallett,0,1940,1941,25-26,24,34,31,2,6,5,0,1,0,2,0,0,2,7,.194,.242,.258,.500,32,8,2,0,1,,0,1,CHW,halleja01
2949,Doc Hamann,0,1922,1922,21-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,0,0,,,/1,CLE,hamando01
2950,L. Hamilton,0,1924,1924,,6,19,18,0,1,1,0,0,0,1,0,,0,,.056,.056,.056,.111,-70,1,,0,1,,,/574,MRS,hamill01
2951,Ted Hamilton,0,1921,1924,,5,4,4,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/19,CBNCOGSLS,hamilte01
2952,J.C. Hamilton,0,1940,1941,27-28,27,59,54,6,10,7,2,0,1,2,0,,4,,.185,.241,.278,.519,43,15,,,1,,,1/9478,HG,hamiljc01
2953,Luke Hamlin,0,1933,1941,28-36,213,409,370,17,54,44,7,2,1,18,0,2,8,92,.146,.166,.184,.350,-6,68,8,1,30,,0,1/H,BRODET,hamlilu01
2954,Jack Hammond,0,1922,1922,31-31,10,16,15,4,4,4,0,0,0,0,0,0,1,0,.267,.313,.267,.579,50,4,,0,0,,,/H4,CLEPIT,hammoja01
2955,Don Hammond,0,1924,1926,,4,9,8,0,2,1,0,1,0,0,0,,1,,.250,.333,.500,.833,126,4,,0,0,,,/619,CBNNS,hammodo01
2956,Hampton,0,1941,1941,,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,,,0,,,/8,JRC,hampt02
2957,Buddy Hancken,0,1940,1940,25-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,/2,PHA,hanckbu01
2958,Art Hancock,0,1926,1927,21-22,4,8,7,0,1,1,0,0,0,0,0,,0,,.143,.143,.143,.286,-23,1,,0,1,,,/317,CELCHT,hancoar01
2959,Charlie Hancock,0,1921,1928,18-25,2,5,5,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/2,CAGSLG,hancoch01
2960,Don Hankins,0,1927,1927,25-25,20,7,7,0,1,1,0,0,0,0,0,0,0,2,.143,.143,.143,.286,-26,1,,0,0,,,1,DET,hankido01
2961,Loy Hanning,0,1939,1939,21-21,4,1,1,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,,0,/1,SLB,hannilo01
2962,Snipe Hansen,0,1930,1935,23-28,156,214,200,10,31,28,3,0,0,8,0,1,7,53,.155,.184,.170,.354,-8,34,2,0,6,,0,1/H,PHISLB,hansesn01
2963,Ollie Hanson,0,1921,1921,25-25,2,3,3,0,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,,0,0,,,/1,CHC,hansool01
2964,John Happenny,0,1923,1923,22-22,32,100,86,7,19,14,5,0,0,10,0,0,3,13,.221,.256,.279,.535,42,24,,1,6,,,4/6H5,CHW,happejo01
2965,Wesley Hardiman,0,1937,1937,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0,,,/1,SL2,hardiwe01
2966,Roy Harding,0,1938,1938,,2,3,3,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/1,BCA,hardiro01
2967,Bill Harman,0,1941,1941,22-22,15,14,14,1,1,1,0,0,0,0,0,0,0,3,.071,.071,.071,.143,-59,1,0,0,0,,0,/H12,PHI,harmabi01
2968,George Harney,0,1923,1931,33-41,138,307,282,23,65,54,6,4,1,30,0,,12,,.230,.262,.291,.553,48,82,,0,13,,,1/927,CAG,harnege01
2969,Harry Harper,0,1920,1923,25-28,36,75,67,4,8,7,1,0,0,2,0,1,6,25,.119,.192,.134,.326,-12,9,,0,2,,,1,BOSBRONYY,harpeha01
2970,Walter Harper,0,1931,1931,,8,21,21,1,1,1,0,0,0,1,0,,0,,.048,.048,.048,.095,-73,1,,0,0,,,/23,CAG,harpewa01
2971,Ray Harrell,0,1935,1940,23-28,107,74,67,3,4,3,1,0,0,1,0,0,4,26,.060,.113,.075,.187,-48,5,0,0,3,,0,1,CHCPHIPITSTL,harrera01
2972,Andy Harrington,0,1925,1925,22-22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,,/H,DET,harrian02
2973,Horace Harris,0,1932,1932,21-21,1,1,1,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/8,MGS,harriho01
2974,Sonny Harris,0,1937,1937,,36,127,107,18,28,16,8,3,1,18,0,,15,,.262,.352,.421,.773,113,45,,0,5,,0,7/4568,CT,harriso01
2975,Vernon Harrison,0,1939,1939,19-19,2,1,0,1,0,0,0,0,0,0,0,,1,,,1.000,,,,0,,,0,,,/1,NE,harrive01
2976,Lum Harris,0,1941,1941,26-26,33,43,40,1,11,10,1,0,0,2,0,0,1,10,.275,.293,.300,.593,59,12,2,0,2,,0,1,PHA,harrilu01
2977,Herb Harris,0,1936,1936,23-23,4,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,,0,/1,PHI,harrihe01
2978,Bob Harris,0,1938,1941,23-26,106,201,166,13,32,27,3,2,0,11,0,0,13,36,.193,.251,.235,.486,26,39,4,0,21,,0,1/H,DETSLB,harribo01
2979,Earl Harrison,0,1927,1930,27-30,24,41,38,5,8,7,0,1,0,5,0,,2,,.211,.268,.263,.531,44,10,,1,0,,,1,HGKCMSLS,harriea02
2980,Bill Harris,0,1929,1931,,30,73,65,5,12,11,1,0,0,4,0,,5,,.185,.264,.200,.464,28,13,,2,1,,,2/37,AB2MRSSLS,harribi05
2981,Bill Harris,0,1931,1937,22-28,3,8,5,1,0,0,0,0,0,0,0,,2,,.000,.286,.000,.286,-17,0,,0,1,,0,/56,AB2HG,harribi06
2982,Richard Harris,0,1934,1934,,5,19,16,0,1,1,0,0,0,1,0,,1,,.063,.118,.063,.180,-49,1,,0,2,,,/4356,BBSPS,harriri02
2983,Ben Harris,0,1921,1921,,3,2,2,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/1,ABCCAGCOB,harribe03
2984,George Harris,0,1932,1932,,6,17,17,2,1,0,1,0,0,1,0,,0,,.059,.059,.118,.176,-45,2,,0,0,,,/4,LVB,harrige02
2985,Bill Harris,0,1923,1938,23-38,121,129,123,8,25,23,2,0,0,13,0,0,3,16,.203,.222,.220,.442,18,27,0,0,3,,0,1,BOSCINPIT,harribi01
2986,Slim Harriss,0,1920,1928,22-30,349,613,565,21,82,77,4,0,1,30,0,0,8,172,.145,.160,.158,.318,-18,89,,2,37,,0,1,BOSPHA,harrisl01
2987,Sam Harshaney,0,1937,1940,27-30,61,202,181,17,43,40,3,0,0,15,0,1,16,10,.238,.303,.254,.557,43,46,4,1,3,,0,2H,SLB,harshsa01
2988,Hart,0,1941,1941,,1,2,2,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,,0,,,/2,NE,hart04
2989,Chris Hartje,0,1939,1939,24-24,9,17,16,2,5,4,1,0,0,5,0,0,1,0,.313,.353,.375,.728,92,6,1,0,0,,0,/2H,BRO,hartjch01
2990,Andy Harvey,0,1937,1938,,29,102,94,11,26,20,5,1,0,13,0,,4,,.277,.306,.351,.657,70,33,,0,4,,,6/5,PS,harvean01
2991,Herb Hash,0,1940,1941,29-30,39,45,42,4,7,2,5,0,0,4,0,0,0,4,.167,.167,.286,.452,13,12,2,0,3,,0,1/H,BOS,hashhe01
2992,Joe Hassler,0,1928,1930,23-25,37,52,46,9,11,9,2,0,0,4,0,1,2,7,.239,.271,.283,.553,43,13,,0,4,,0,6/H,PHASLB,hassljo01
2993,Gene Hasson,0,1937,1938,21-22,47,193,167,22,49,28,12,5,4,26,0,0,25,21,.293,.385,.497,.882,123,83,,0,1,,1,3,PHA,hassoge01
2994,Hastings,0,1928,1928,,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,,0,0,,,/1,SLS,hasti02
2995,Bob Hasty,0,1920,1924,24-28,144,281,268,16,59,48,9,1,1,30,0,0,5,59,.220,.234,.272,.507,31,73,,0,7,,,1,PHA,hastybo01
2996,Clyde Hatter,0,1935,1937,26-28,11,15,13,2,3,3,0,0,0,1,0,0,1,6,.231,.286,.231,.516,35,3,,0,1,,0,1,DET,hattecl01
2997,John Hawkins,0,1940,1940,,3,10,10,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,,0,,,/6,NBY,hawkijo01
2998,Robert Hawkins,0,1938,1938,33-33,1,2,2,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/7,AB3,hawkiro01
2999,Buddy Hayes,0,1923,1923,29-29,27,81,74,3,20,14,4,2,0,8,0,,7,,.270,.333,.378,.712,85,28,,0,0,,,2,MBTT,hayesbu01
3000,Jim Hayes,0,1935,1935,22-22,7,10,8,0,2,2,0,0,0,1,0,0,0,1,.250,.250,.250,.500,31,2,,0,2,,0,/1,WSH,hayesji01
3001,Hayes,0,1938,1938,,1,1,1,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/1,JRC,hayes04
3002,Hayes,0,1928,1928,,2,1,1,0,0,0,0,0,0,0,0,,0,,.000,.000,.000,.000,-100,0,,0,0,,,/1,BBB,hayes03
3003,Charley Hayes,0,1938,1940,,35,103,96,14,18,13,4,1,0,8,0,,7,,.188,.243,.250,.493,31,24,,0,0,,,45/63,AB3PSSNS,hayesch02
3004,Joe Haynes,0,1939,1941,21-23,57,103,97,10,19,18,1,0,0,4,0,0,3,22,.196,.220,.206,.426,14,20,1,0,3,,0,1,CHWWSH,haynejo01
3005,Leroy Haynes,0,1939,1939,25-25,2,6,6,2,3,3,0,0,0,2,0,,0,,.500,.500,.500,1.000,191,3,,,0,,,/7,IAB,haynele01
3006,Willie Haynes,0,1920,1932,19-31,13,26,25,2,3,3,0,0,0,0,0,,1,,.120,.154,.120,.274,-18,3,,0,0,,,/137,ABCBBSHBGLRG,haynewi01
3007,Claude Hayslett,0,1937,1941,24-28,14,28,25,1,4,4,0,0,0,0,0,0,1,,.160,.192,.160,.352,-1,4,,0,2,,,1/4,IAIABMRSNBY,hayslcl01
3008,Ed Head,0,1940,1940,22-22,14,11,11,2,2,2,0,0,0,2,0,0,0,2,.182,.182,.182,.364,-2,2,0,0,0,,0,1/H,BRO,headed01
3009,Ralph Head,0,1923,1923,29-29,35,43,42,2,3,3,0,0,0,0,0,0,1,12,.071,.093,.071,.164,-58,3,,0,0,,,1,PHI,headra01
3010,Francis Healy,0,1930,1934,19-23,42,56,54,9,13,10,3,0,0,5,0,1,2,10,.241,.268,.296,.564,51,16,1,0,0,,0,H2/59,NYGSTL,healyfr01
3011,Bunny Hearn,0,1920,1920,29-29,11,14,14,0,2,2,0,0,0,0,0,0,0,6,.143,.143,.143,.286,-16,2,,0,0,,,1,BSN,hearnbu01
3012,Bunny Hearn,0,1926,1929,22-25,59,44,38,4,5,5,0,0,0,1,0,0,3,10,.132,.195,.132,.327,-8,5,,0,3,,0,1,BSN,hearnbu02
3013,Heat,0,1941,1941,,1,3,2,1,2,2,0,0,0,1,0,,0,,1.000,1.000,1.000,2.000,486,2,,,1,,,/1,NYC,heat04
3014,Mickey Heath,0,1931,1932,27-28,46,187,160,16,34,30,1,3,0,18,0,1,22,28,.213,.311,.256,.568,58,41,,1,4,,1,3,CIN,heathmi01
3015,Spencer Heath,0,1920,1920,26-26,4,3,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,,0,0,,,/1,CHW,heathsp01
3016,Tommy Heath,0,1935,1938,21-24,134,403,330,36,76,55,16,2,3,34,0,1,65,40,.230,.357,.318,.675,72,105,,0,8,,0,2H,SLB,heathto01
3017,Wally Hebert,0,1931,1933,23-25,91,108,100,10,30,25,4,1,0,6,0,0,1,21,.300,.307,.360,.667,71,36,,0,7,,0,1,SLB,heberwa01
3018,Jim Hegan,0,1941,1941,20-20,16,53,47,4,15,12,2,0,1,5,0,0,4,7,.319,.373,.426,.798,115,20,1,0,2,,1,2,CLE,heganji01
